Date,Adj Close,Rets,Adjusted Returns,Returns,,,,,,
2018-02-02,8787.52,-2.52%,-61.96%,0.538132959,,,,,0.39894228,0.418889394
2018-02-03,9240.00,5.15%,108.32%,2.95412861,,,,,0.39894228,0.418889394
2018-02-04,8167.91,-11.60%,-263.88%,0.071447603,,,,,0.39894228,0.418889394
2018-02-05,6905.19,-15.46%,-349.57%,0.030327032,,,,,0.39894228,0.418889394
2018-02-06,7688.46,11.34%,245.94%,11.69817895,,,,,0.39894228,0.418889394
2018-02-07,7575.75,-1.47%,-38.66%,0.679386706,,,,,0.39894228,0.418889394
2018-02-08,8218.10,8.48%,182.31%,6.190756856,,,,,0.39894228,0.418889394
2018-02-09,8671.01,5.51%,116.36%,3.201553309,,,,,0.39894228,0.418889394
2018-02-10,8547.49,-1.42%,-37.74%,0.6856719,,,,,0.39894228,0.418889394
2018-02-11,8072.99,-5.55%,-129.43%,0.27409755,,,,,0.39894228,0.418889394
2018-02-12,8872.28,9.90%,213.90%,8.490527958,,,,,0.39894228,0.418889394
2018-02-13,8520.01,-3.97%,-94.30%,0.389448322,,,,,0.39894228,0.418889394
2018-02-14,9472.98,11.19%,242.43%,11.29432047,,,,,0.39894228,0.418889394
2018-02-15,10031.23,5.89%,124.85%,3.485108681,,,,,0.39894228,0.418889394
2018-02-16,10167.49,1.36%,24.10%,1.2724642,,,,,0.39894228,0.418889394
2018-02-17,11121.50,9.38%,202.39%,7.567732782,,,,,0.39894228,0.418889394
2018-02-18,10380.04,-6.67%,-154.21%,0.213924252,,,,,0.39894228,0.418889394
2018-02-19,11140.00,7.32%,156.58%,4.786700071,,,,,0.39894228,0.418889394
2018-02-20,11235.57,0.86%,12.98%,1.138556559,,,,,0.39894228,0.418889394
2018-02-21,10454.27,-6.95%,-160.59%,0.200713169,,,,,0.39894228,0.418889394
2018-02-22,9830.00,-5.97%,-138.76%,0.24967118,,,,,0.39894228,0.418889394
2018-02-23,10144.99,3.20%,65.11%,1.917671001,,,,,0.39894228,0.418889394
2018-02-24,9688.62,-4.50%,-106.03%,0.346337351,,,,,0.39894228,0.418889394
2018-02-25,9597.99,-0.94%,-26.87%,0.764381724,,,,,0.39894228,0.418889394
2018-02-26,10300.00,7.31%,156.42%,4.779023816,,,,,0.39894228,0.418889394
2018-02-27,10566.57,2.59%,51.42%,1.672259317,,,,,0.39894228,0.418889394
2018-02-28,10307.27,-2.45%,-60.61%,0.545483064,,,,,0.39894228,0.418889394
2018-03-01,10895.92,5.71%,120.80%,3.34694662,,,,,0.39894228,0.418889394
2018-03-02,11000.00,0.96%,15.14%,1.163443772,,,,,0.39894228,0.418889394
2018-03-03,11432.50,3.93%,81.27%,2.254071431,,,,,0.39894228,0.418889394
2018-03-04,11469.90,0.33%,1.18%,1.011904562,,,,,0.39894228,0.418889394
2018-03-05,11377.54,-0.81%,-23.98%,0.786815142,,,,,0.39894228,0.418889394
2018-03-06,10700.00,-5.96%,-138.40%,0.250580912,,,,,0.39894228,0.418889394
2018-03-07,9920.00,-7.29%,-168.05%,0.186278452,,,,,0.39894228,0.418889394
2018-03-08,9304.90,-6.20%,-143.85%,0.237276692,,,,,0.39894228,0.418889394
2018-03-09,9255.00,-0.54%,-18.00%,0.835267788,,,,,0.39894228,0.418889394
2018-03-10,8795.44,-4.97%,-116.41%,0.31219901,,,,,0.39894228,0.418889394
2018-03-11,9533.88,8.40%,180.45%,6.077213003,,,,,0.39894228,0.418889394
2018-03-12,9120.00,-4.34%,-102.54%,0.358657857,,,,,0.39894228,0.418889394
2018-03-13,9145.41,0.28%,0.11%,1.001054622,,,,,0.39894228,0.418889394
2018-03-14,8207.03,-10.26%,-234.06%,0.096268829,,,,,0.39894228,0.418889394
2018-03-15,8259.99,0.65%,8.25%,1.086025925,,,,,0.39894228,0.418889394
2018-03-16,8275.00,0.18%,-2.05%,0.979732801,,,,,0.39894228,0.418889394
2018-03-17,7865.02,-4.95%,-116.17%,0.312969298,,,,,0.39894228,0.418889394
2018-03-18,8192.00,4.16%,86.29%,2.369924042,,,,,0.39894228,0.418889394
2018-03-19,8589.00,4.85%,101.59%,2.761841266,,,,,0.39894228,0.418889394
2018-03-20,8900.00,3.62%,74.37%,2.103619133,,,,,0.39894228,0.418889394
2018-03-21,8891.81,-0.09%,-8.13%,0.921920244,,,,,0.39894228,0.418889394
2018-03-22,8715.09,-1.99%,-50.24%,0.605058387,,,,,0.39894228,0.418889394
2018-03-23,8927.10,2.43%,47.97%,1.615512639,,,,,0.39894228,0.418889394
2018-03-24,8531.34,-4.43%,-104.58%,0.351393711,,,,,0.39894228,0.418889394
2018-03-25,8453.00,-0.92%,-26.49%,0.76730265,,,,,0.39894228,0.418889394
2018-03-26,8145.00,-3.64%,-87.04%,0.418776133,,,,,0.39894228,0.418889394
2018-03-27,7793.61,-4.31%,-101.94%,0.360813435,,,,,0.39894228,0.418889394
2018-03-28,7942.72,1.91%,36.42%,1.439419889,,,,,0.39894228,0.418889394
2018-03-29,7079.99,-10.86%,-247.42%,0.084230801,,,,,0.39894228,0.418889394
2018-03-30,6848.01,-3.28%,-78.89%,0.454366662,,,,,0.39894228,0.418889394
2018-03-31,6928.50,1.18%,20.03%,1.221769303,,,,,0.39894228,0.418889394
2018-04-01,6816.01,-1.62%,-42.16%,0.65600583,,,,,0.39894228,0.418889394
2018-04-02,7045.01,3.36%,68.56%,1.985023103,,,,,0.39894228,0.418889394
2018-04-03,7424.90,5.39%,113.72%,3.118151857,,,,,0.39894228,0.418889394
2018-04-04,6791.68,-8.53%,-195.57%,0.141463625,,,,,0.39894228,0.418889394
2018-04-05,6785.85,-0.09%,-7.99%,0.923187443,,,,,0.39894228,0.418889394
2018-04-06,6619.01,-2.46%,-60.71%,0.544916165,,,,,0.39894228,0.418889394
2018-04-07,6894.01,4.15%,86.23%,2.368504973,,,,,0.39894228,0.418889394
2018-04-08,7020.01,1.83%,34.52%,1.412314683,,,,,0.39894228,0.418889394
2018-04-09,6771.13,-3.55%,-84.86%,0.428030987,,,,,0.39894228,0.418889394
2018-04-10,6824.99,0.80%,11.59%,1.12286433,,,,,0.39894228,0.418889394
2018-04-11,6942.99,1.73%,32.33%,1.381670081,,,,,0.39894228,0.418889394
2018-04-12,7916.00,14.01%,305.29%,21.1767475,,,,,0.39894228,0.418889394
2018-04-13,7893.19,-0.29%,-12.49%,0.882608836,,,,,0.39894228,0.418889394
2018-04-14,8003.11,1.39%,24.86%,1.282180085,,,,,0.39894228,0.418889394
2018-04-15,8355.25,4.40%,91.68%,2.501197408,,,,,0.39894228,0.418889394
2018-04-16,8048.93,-3.67%,-87.54%,0.41668588,,,,,0.39894228,0.418889394
2018-04-17,7892.10,-1.95%,-49.38%,0.610322642,,,,,0.39894228,0.418889394
2018-04-18,8152.05,3.29%,67.10%,1.956154273,,,,,0.39894228,0.418889394
2018-04-19,8274.00,1.50%,27.15%,1.311963085,,,,,0.39894228,0.418889394
2018-04-20,8866.27,7.16%,152.96%,4.616289668,,,,,0.39894228,0.418889394
2018-04-21,8915.42,0.55%,6.23%,1.064299573,,,,,0.39894228,0.418889394
2018-04-22,8795.01,-1.35%,-36.09%,0.697028676,,,,,0.39894228,0.418889394
2018-04-23,8931.30,1.55%,28.35%,1.327706131,,,,,0.39894228,0.418889394
2018-04-24,9650.00,8.05%,172.71%,5.624112176,,,,,0.39894228,0.418889394
2018-04-25,8865.98,-8.12%,-186.60%,0.154741222,,,,,0.39894228,0.418889394
2018-04-26,9272.11,4.58%,95.69%,2.603677067,,,,,0.39894228,0.418889394
2018-04-27,8922.55,-3.77%,-89.85%,0.407184322,,,,,0.39894228,0.418889394
2018-04-28,9329.99,4.57%,95.37%,2.595382693,,,,,0.39894228,0.418889394
2018-04-29,9389.01,0.63%,7.97%,1.082961744,,,,,0.39894228,0.418889394
2018-04-30,9243.82,-1.55%,-40.44%,0.667355313,,,,,0.39894228,0.418889394
2018-05-01,9072.29,-1.86%,-47.31%,0.623042823,,,,,0.39894228,0.418889394
2018-05-02,9190.48,1.30%,22.86%,1.256841661,,,,,0.39894228,0.418889394
2018-05-03,9725.74,5.82%,123.32%,3.432081712,,,,,0.39894228,0.418889394
2018-05-04,9685.00,-0.42%,-15.39%,0.857339676,,,,,0.39894228,0.418889394
2018-05-05,9800.00,1.19%,20.30%,1.225038017,,,,,0.39894228,0.418889394
2018-05-06,9600.00,-2.04%,-51.43%,0.59792606,,,,,0.39894228,0.418889394
2018-05-07,9356.25,-2.54%,-62.50%,0.535266401,,,,,0.39894228,0.418889394
2018-05-08,9177.81,-1.91%,-48.46%,0.615946596,,,,,0.39894228,0.418889394
2018-05-09,9300.08,1.33%,23.52%,1.265100105,,,,,0.39894228,0.418889394
2018-05-10,9010.51,-3.11%,-75.27%,0.471116222,,,,,0.39894228,0.418889394
2018-05-11,8403.33,-6.74%,-155.81%,0.210544765,,,,,0.39894228,0.418889394
2018-05-12,8475.00,0.85%,12.86%,1.137286531,,,,,0.39894228,0.418889394
2018-05-13,8686.10,2.49%,49.26%,1.636530825,,,,,0.39894228,0.418889394
2018-05-14,8670.00,-0.19%,-10.20%,0.902999494,,,,,0.39894228,0.418889394
2018-05-15,8477.46,-2.22%,-55.43%,0.574491984,,,,,0.39894228,0.418889394
2018-05-16,8344.00,-1.57%,-41.06%,0.663229754,,,,,0.39894228,0.418889394
2018-05-17,8059.00,-3.42%,-81.97%,0.44054182,,,,,0.39894228,0.418889394
2018-05-18,8238.51,2.23%,43.41%,1.543501482,,,,,0.39894228,0.418889394
2018-05-19,8235.60,-0.04%,-6.87%,0.933608042,,,,,0.39894228,0.418889394
2018-05-20,8516.86,3.42%,69.79%,2.009623987,,,,,0.39894228,0.418889394
2018-05-21,8393.44,-1.45%,-38.28%,0.681933096,,,,,0.39894228,0.418889394
2018-05-22,7987.70,-4.83%,-113.49%,0.321456519,,,,,0.39894228,0.418889394
2018-05-23,7505.00,-6.04%,-140.35%,0.245730431,,,,,0.39894228,0.418889394
2018-05-24,7584.15,1.05%,17.35%,1.189427141,,,,,0.39894228,0.418889394
2018-05-25,7459.11,-1.65%,-42.72%,0.652354997,,,,,0.39894228,0.418889394
2018-05-26,7337.95,-1.62%,-42.17%,0.655898166,,,,,0.39894228,0.418889394
2018-05-27,7346.64,0.12%,-3.45%,0.966051324,,,,,0.39894228,0.418889394
2018-05-28,7107.94,-3.25%,-78.28%,0.457146696,,,,,0.39894228,0.418889394
2018-05-29,7460.00,4.95%,103.96%,2.828199959,,,,,0.39894228,0.418889394
2018-05-30,7380.01,-1.07%,-29.91%,0.741493943,,,,,0.39894228,0.418889394
2018-05-31,7485.00,1.42%,25.52%,1.290764779,,,,,0.39894228,0.418889394
2018-06-01,7514.32,0.39%,2.62%,1.026528535,,,,,0.39894228,0.418889394
2018-06-02,7636.42,1.62%,30.02%,1.350096806,,,,,0.39894228,0.418889394
2018-06-03,7706.37,0.92%,14.27%,1.153350818,,,,,0.39894228,0.418889394
2018-06-04,7487.37,-2.84%,-69.23%,0.500446113,,,,,0.39894228,0.418889394
2018-06-05,7612.51,1.67%,31.05%,1.36410269,,,,,0.39894228,0.418889394
2018-06-06,7655.00,0.56%,6.32%,1.0652014,,,,,0.39894228,0.418889394
2018-06-07,7684.93,0.39%,2.60%,1.026361941,,,,,0.39894228,0.418889394
2018-06-08,7618.83,-0.86%,-25.20%,0.777278193,,,,,0.39894228,0.418889394
2018-06-09,7496.40,-1.61%,-41.79%,0.65843627,,,,,0.39894228,0.418889394
2018-06-10,6770.31,-9.69%,-221.29%,0.10938349,,,,,0.39894228,0.418889394
2018-06-11,6881.00,1.63%,30.24%,1.353110366,,,,,0.39894228,0.418889394
2018-06-12,6544.99,-4.88%,-114.58%,0.317965669,,,,,0.39894228,0.418889394
2018-06-13,6302.32,-3.71%,-88.46%,0.41285926,,,,,0.39894228,0.418889394
2018-06-14,6638.49,5.33%,112.43%,3.078049248,,,,,0.39894228,0.418889394
2018-06-15,6391.22,-3.72%,-88.84%,0.411296255,,,,,0.39894228,0.418889394
2018-06-16,6484.29,1.46%,26.27%,1.300433931,,,,,0.39894228,0.418889394
2018-06-17,6447.16,-0.57%,-18.81%,0.828551179,,,,,0.39894228,0.418889394
2018-06-18,6709.02,4.06%,84.16%,2.320032073,,,,,0.39894228,0.418889394
2018-06-19,6736.41,0.41%,2.99%,1.0303078,,,,,0.39894228,0.418889394
2018-06-20,6756.10,0.29%,0.41%,1.004100548,,,,,0.39894228,0.418889394
2018-06-21,6719.01,-0.55%,-18.28%,0.832912576,,,,,0.39894228,0.418889394
2018-06-22,6059.82,-9.81%,-224.07%,0.106388058,,,,,0.39894228,0.418889394
2018-06-23,6178.29,1.96%,37.35%,1.45284227,,,,,0.39894228,0.418889394
2018-06-24,6149.99,-0.46%,-16.26%,0.8499112,,,,,0.39894228,0.418889394
2018-06-25,6246.01,1.56%,28.60%,1.33115457,,,,,0.39894228,0.418889394
2018-06-26,6074.00,-2.75%,-67.27%,0.510314398,,,,,0.39894228,0.418889394
2018-06-27,6132.17,0.96%,15.19%,1.164082071,,,,,0.39894228,0.418889394
2018-06-28,5851.66,-4.57%,-107.72%,0.340543969,,,,,0.39894228,0.418889394
2018-06-29,6202.36,5.99%,127.07%,3.563483602,,,,,0.39894228,0.418889394
2018-06-30,6383.19,2.92%,58.69%,1.798456405,,,,,0.39894228,0.418889394
2018-07-01,6349.50,-0.53%,-17.81%,0.836843774,,,,,0.39894228,0.418889394
2018-07-02,6611.79,4.13%,85.70%,2.356001139,,,,,0.39894228,0.418889394
2018-07-03,6502.62,-1.65%,-42.77%,0.65200146,,,,,0.39894228,0.418889394
2018-07-04,6587.47,1.30%,22.91%,1.257428358,,,,,0.39894228,0.418889394
2018-07-05,6532.95,-0.83%,-24.47%,0.782910025,,,,,0.39894228,0.418889394
2018-07-06,6600.00,1.03%,16.72%,1.181973142,,,,,0.39894228,0.418889394
2018-07-07,6753.28,2.32%,45.52%,1.576419065,,,,,0.39894228,0.418889394
2018-07-08,6701.97,-0.76%,-22.97%,0.794802484,,,,,0.39894228,0.418889394
2018-07-09,6664.01,-0.57%,-18.67%,0.829695931,,,,,0.39894228,0.418889394
2018-07-10,6303.70,-5.41%,-126.22%,0.283042475,,,,,0.39894228,0.418889394
2018-07-11,6390.04,1.37%,24.35%,1.275666918,,,,,0.39894228,0.418889394
2018-07-12,6249.75,-2.20%,-54.86%,0.577732161,,,,,0.39894228,0.418889394
2018-07-13,6216.29,-0.54%,-17.98%,0.835433934,,,,,0.39894228,0.418889394
2018-07-14,6248.65,0.52%,5.48%,1.056341404,,,,,0.39894228,0.418889394
2018-07-15,6348.73,1.60%,29.50%,1.343134036,,,,,0.39894228,0.418889394
2018-07-16,6728.81,5.99%,126.93%,3.558370969,,,,,0.39894228,0.418889394
2018-07-17,7315.01,8.71%,187.48%,6.519345601,,,,,0.39894228,0.418889394
2018-07-18,7378.99,0.87%,13.35%,1.142799278,,,,,0.39894228,0.418889394
2018-07-19,7470.01,1.23%,21.32%,1.237649907,,,,,0.39894228,0.418889394
2018-07-20,7334.46,-1.81%,-46.40%,0.628748431,,,,,0.39894228,0.418889394
2018-07-21,7408.00,1.00%,16.19%,1.175772922,,,,,0.39894228,0.418889394
2018-07-22,7397.80,-0.14%,-9.14%,0.91261338,,,,,0.39894228,0.418889394
2018-07-23,7720.09,4.36%,90.71%,2.477154026,,,,,0.39894228,0.418889394
2018-07-24,8385.50,8.62%,185.42%,6.386595142,,,,,0.39894228,0.418889394
2018-07-25,8157.15,-2.72%,-66.59%,0.513814608,,,,,0.39894228,0.418889394
2018-07-26,7931.99,-2.76%,-67.41%,0.509593821,,,,,0.39894228,0.418889394
2018-07-27,8184.21,3.18%,64.56%,1.907221396,,,,,0.39894228,0.418889394
2018-07-28,8228.90,0.55%,6.05%,1.06233947,,,,,0.39894228,0.418889394
2018-07-29,8216.34,-0.15%,-9.48%,0.909588271,,,,,0.39894228,0.418889394
2018-07-30,8170.01,-0.56%,-18.61%,0.830161396,,,,,0.39894228,0.418889394
2018-07-31,7727.27,-5.42%,-126.49%,0.282271079,,,,,0.39894228,0.418889394
2018-08-01,7603.99,-1.60%,-41.53%,0.660128263,,,,,0.39894228,0.418889394
2018-08-02,7533.92,-0.92%,-26.56%,0.766752439,,,,,0.39894228,0.418889394
2018-08-03,7414.08,-1.59%,-41.43%,0.660820354,,,,,0.39894228,0.418889394
2018-08-04,7005.00,-5.52%,-128.68%,0.276159281,,,,,0.39894228,0.418889394
2018-08-05,7030.01,0.36%,1.85%,1.018647789,,,,,0.39894228,0.418889394
2018-08-06,6938.00,-1.31%,-35.16%,0.703526703,,,,,0.39894228,0.418889394
2018-08-07,6718.22,-3.17%,-76.47%,0.465482818,,,,,0.39894228,0.418889394
2018-08-08,6282.50,-6.49%,-150.19%,0.22271549,,,,,0.39894228,0.418889394
2018-08-09,6546.45,4.20%,87.26%,2.393183607,,,,,0.39894228,0.418889394
2018-08-10,6146.01,-6.12%,-141.99%,0.241730669,,,,,0.39894228,0.418889394
2018-08-11,6235.56,1.46%,26.29%,1.30067272,,,,,0.39894228,0.418889394
