Date,Adj Close,Rets,Adjusted Returns,Returns,,,,,,
2017-03-28,1045.40,0.32%,0.99%,1.009985449,,,,,0.39894228,0.418889394
2017-03-29,1043.27,-0.20%,-10.61%,0.899316162,,,,,0.39894228,0.418889394
2017-03-30,1042.34,-0.09%,-8.07%,0.922510296,,,,,0.39894228,0.418889394
2017-03-31,1088.99,4.48%,93.35%,2.543490355,,,,,0.39894228,0.418889394
2017-04-01,1092.00,0.28%,0.06%,1.000561971,,,,,0.39894228,0.418889394
2017-04-02,1113.99,2.01%,38.66%,1.471923728,,,,,0.39894228,0.418889394
2017-04-03,1152.60,3.47%,70.92%,2.03241095,,,,,0.39894228,0.418889394
2017-04-04,1143.99,-0.75%,-22.68%,0.797061162,,,,,0.39894228,0.418889394
2017-04-05,1132.99,-0.96%,-27.45%,0.759958594,,,,,0.39894228,0.418889394
2017-04-06,1192.30,5.23%,110.22%,3.010918105,,,,,0.39894228,0.418889394
2017-04-07,1194.00,0.14%,-2.92%,0.97125017,,,,,0.39894228,0.418889394
2017-04-08,1184.50,-0.80%,-23.76%,0.788493989,,,,,0.39894228,0.418889394
2017-04-09,1210.97,2.23%,43.57%,1.545990025,,,,,0.39894228,0.418889394
2017-04-10,1210.00,-0.08%,-7.86%,0.924365416,,,,,0.39894228,0.418889394
2017-04-11,1223.99,1.16%,19.60%,1.21657392,,,,,0.39894228,0.418889394
2017-04-12,1214.17,-0.80%,-23.91%,0.787329961,,,,,0.39894228,0.418889394
2017-04-13,1177.05,-3.06%,-74.01%,0.47705666,,,,,0.39894228,0.418889394
2017-04-14,1173.74,-0.28%,-12.33%,0.883970652,,,,,0.39894228,0.418889394
2017-04-15,1178.85,0.44%,3.59%,1.036531151,,,,,0.39894228,0.418889394
2017-04-16,1177.99,-0.07%,-7.71%,0.925834763,,,,,0.39894228,0.418889394
2017-04-17,1189.91,1.01%,16.40%,1.178186366,,,,,0.39894228,0.418889394
2017-04-18,1201.94,1.01%,16.38%,1.177952806,,,,,0.39894228,0.418889394
2017-04-19,1214.21,1.02%,16.60%,1.180533282,,,,,0.39894228,0.418889394
2017-04-20,1236.15,1.81%,34.06%,1.405822376,,,,,0.39894228,0.418889394
2017-04-21,1249.99,1.12%,18.79%,1.206722763,,,,,0.39894228,0.418889394
2017-04-22,1247.00,-0.24%,-11.40%,0.892260151,,,,,0.39894228,0.418889394
2017-04-23,1251.98,0.40%,2.79%,1.028272923,,,,,0.39894228,0.418889394
2017-04-24,1257.29,0.42%,3.34%,1.033947568,,,,,0.39894228,0.418889394
2017-04-25,1281.16,1.90%,36.10%,1.434724257,,,,,0.39894228,0.418889394
2017-04-26,1298.44,1.35%,23.88%,1.269758557,,,,,0.39894228,0.418889394
2017-04-27,1349.26,3.91%,80.88%,2.245129203,,,,,0.39894228,0.418889394
2017-04-28,1353.34,0.30%,0.63%,1.006355401,,,,,0.39894228,0.418889394
2017-04-29,1365.43,0.89%,13.76%,1.147558691,,,,,0.39894228,0.418889394
2017-04-30,1384.55,1.40%,25.03%,1.28437515,,,,,0.39894228,0.418889394
2017-05-01,1436.50,3.75%,77.28%,2.165848784,,,,,0.39894228,0.418889394
2017-05-02,1471.99,2.47%,48.81%,1.629177995,,,,,0.39894228,0.418889394
2017-05-03,1533.00,4.14%,86.00%,2.363263789,,,,,0.39894228,0.418889394
2017-05-04,1563.39,1.98%,37.96%,1.461707088,,,,,0.39894228,0.418889394
2017-05-05,1551.30,-0.77%,-23.27%,0.792414912,,,,,0.39894228,0.418889394
2017-05-06,1585.39,2.20%,42.74%,1.533269303,,,,,0.39894228,0.418889394
2017-05-07,1609.57,1.53%,27.80%,1.320512475,,,,,0.39894228,0.418889394
2017-05-08,1713.00,6.43%,136.69%,3.923142773,,,,,0.39894228,0.418889394
2017-05-09,1720.43,0.43%,3.55%,1.036158476,,,,,0.39894228,0.418889394
2017-05-10,1794.99,4.33%,90.21%,2.464656039,,,,,0.39894228,0.418889394
2017-05-11,1837.93,2.39%,47.07%,1.601053789,,,,,0.39894228,0.418889394
2017-05-12,1695.61,-7.74%,-178.13%,0.168413288,,,,,0.39894228,0.418889394
2017-05-13,1792.73,5.73%,121.18%,3.359399392,,,,,0.39894228,0.418889394
2017-05-14,1799.99,0.40%,2.91%,1.029555531,,,,,0.39894228,0.418889394
2017-05-15,1747.81,-2.90%,-70.49%,0.494137182,,,,,0.39894228,0.418889394
2017-05-16,1777.48,1.70%,31.63%,1.372068146,,,,,0.39894228,0.418889394
2017-05-17,1813.23,2.01%,38.60%,1.47111882,,,,,0.39894228,0.418889394
2017-05-18,1899.16,4.74%,99.21%,2.696875681,,,,,0.39894228,0.418889394
2017-05-19,1976.23,4.06%,84.08%,2.31821654,,,,,0.39894228,0.418889394
2017-05-20,2058.91,4.18%,86.87%,2.38382789,,,,,0.39894228,0.418889394
2017-05-21,2057.00,-0.09%,-8.15%,0.921767641,,,,,0.39894228,0.418889394
2017-05-22,2123.29,3.22%,65.52%,1.925475514,,,,,0.39894228,0.418889394
2017-05-23,2272.75,7.04%,150.31%,4.495704518,,,,,0.39894228,0.418889394
2017-05-24,2432.97,7.05%,150.55%,4.506238347,,,,,0.39894228,0.418889394
2017-05-25,2355.00,-3.20%,-77.29%,0.461676633,,,,,0.39894228,0.418889394
2017-05-26,2272.70,-3.49%,-83.73%,0.432870479,,,,,0.39894228,0.418889394
2017-05-27,2099.99,-7.60%,-174.93%,0.173895013,,,,,0.39894228,0.418889394
2017-05-28,2232.78,6.32%,134.41%,3.834742097,,,,,0.39894228,0.418889394
2017-05-29,2279.48,2.09%,40.39%,1.497597395,,,,,0.39894228,0.418889394
2017-05-30,2191.58,-3.86%,-91.76%,0.399466495,,,,,0.39894228,0.418889394
2017-05-31,2303.29,5.10%,107.17%,2.920268985,,,,,0.39894228,0.418889394
2017-06-01,2419.99,5.07%,106.49%,2.900501031,,,,,0.39894228,0.418889394
2017-06-02,2478.99,2.44%,48.08%,1.617433935,,,,,0.39894228,0.418889394
2017-06-03,2548.05,2.79%,55.81%,1.747372775,,,,,0.39894228,0.418889394
2017-06-04,2521.36,-1.05%,-29.36%,0.745588387,,,,,0.39894228,0.418889394
2017-06-05,2698.00,7.01%,149.57%,4.462531776,,,,,0.39894228,0.418889394
2017-06-06,2871.29,6.42%,136.62%,3.920499052,,,,,0.39894228,0.418889394
2017-06-07,2685.64,-6.47%,-149.74%,0.223702975,,,,,0.39894228,0.418889394
2017-06-08,2799.73,4.25%,88.30%,2.418196405,,,,,0.39894228,0.418889394
2017-06-09,2811.39,0.42%,3.17%,1.032189482,,,,,0.39894228,0.418889394
2017-06-10,2931.15,4.26%,88.56%,2.424472036,,,,,0.39894228,0.418889394
2017-06-11,2998.98,2.31%,45.33%,1.573509221,,,,,0.39894228,0.418889394
2017-06-12,2655.71,-11.45%,-260.40%,0.073975348,,,,,0.39894228,0.418889394
2017-06-13,2709.01,2.01%,38.51%,1.469721132,,,,,0.39894228,0.418889394
2017-06-14,2432.21,-10.22%,-233.11%,0.09719107,,,,,0.39894228,0.418889394
2017-06-15,2409.98,-0.91%,-26.39%,0.768032286,,,,,0.39894228,0.418889394
2017-06-16,2480.43,2.92%,58.87%,1.801558947,,,,,0.39894228,0.418889394
2017-06-17,2634.94,6.23%,132.32%,3.7553146,,,,,0.39894228,0.418889394
2017-06-18,2515.25,-4.54%,-107.01%,0.342972446,,,,,0.39894228,0.418889394
2017-06-19,2596.98,3.25%,66.11%,1.936942523,,,,,0.39894228,0.418889394
2017-06-20,2725.08,4.93%,103.51%,2.81541,,,,,0.39894228,0.418889394
2017-06-21,2643.35,-3.00%,-72.72%,0.483249979,,,,,0.39894228,0.418889394
2017-06-22,2679.99,1.39%,24.71%,1.280337388,,,,,0.39894228,0.418889394
2017-06-23,2690.76,0.40%,2.84%,1.028846238,,,,,0.39894228,0.418889394
2017-06-24,2574.84,-4.31%,-101.80%,0.361303103,,,,,0.39894228,0.418889394
2017-06-25,2505.61,-2.69%,-65.82%,0.51776168,,,,,0.39894228,0.418889394
2017-06-26,2407.91,-3.90%,-92.72%,0.395658747,,,,,0.39894228,0.418889394
2017-06-27,2575.75,6.97%,148.79%,4.427587147,,,,,0.39894228,0.418889394
2017-06-28,2553.12,-0.88%,-25.61%,0.774097709,,,,,0.39894228,0.418889394
2017-06-29,2530.00,-0.91%,-26.21%,0.769471296,,,,,0.39894228,0.418889394
2017-06-30,2455.19,-2.96%,-71.78%,0.48780894,,,,,0.39894228,0.418889394
2017-07-01,2423.63,-1.29%,-34.65%,0.70719037,,,,,0.39894228,0.418889394
2017-07-02,2516.66,3.84%,79.20%,2.207796035,,,,,0.39894228,0.418889394
2017-07-03,2542.41,1.02%,16.65%,1.181145086,,,,,0.39894228,0.418889394
2017-07-04,2602.00,2.34%,45.99%,1.583937619,,,,,0.39894228,0.418889394
2017-07-05,2616.96,0.57%,6.69%,1.069180668,,,,,0.39894228,0.418889394
2017-07-06,2604.84,-0.46%,-16.38%,0.848952968,,,,,0.39894228,0.418889394
2017-07-07,2501.15,-3.98%,-94.53%,0.388565819,,,,,0.39894228,0.418889394
2017-07-08,2561.11,2.40%,47.18%,1.60286311,,,,,0.39894228,0.418889394
2017-07-09,2508.99,-2.04%,-51.30%,0.598691926,,,,,0.39894228,0.418889394
2017-07-10,2331.05,-7.09%,-163.66%,0.194639926,,,,,0.39894228,0.418889394
2017-07-11,2310.01,-0.90%,-26.14%,0.769977714,,,,,0.39894228,0.418889394
2017-07-12,2383.42,3.18%,64.52%,1.906427529,,,,,0.39894228,0.418889394
2017-07-13,2340.00,-1.82%,-46.56%,0.627748616,,,,,0.39894228,0.418889394
2017-07-14,2217.24,-5.25%,-122.65%,0.293327892,,,,,0.39894228,0.418889394
2017-07-15,1964.31,-11.41%,-259.54%,0.074615821,,,,,0.39894228,0.418889394
2017-07-16,1911.78,-2.67%,-65.50%,0.519431191,,,,,0.39894228,0.418889394
2017-07-17,2235.19,16.92%,369.78%,40.35742602,,,,,0.39894228,0.418889394
2017-07-18,2308.15,3.26%,66.44%,1.943310762,,,,,0.39894228,0.418889394
2017-07-19,2258.99,-2.13%,-53.41%,0.586214923,,,,,0.39894228,0.418889394
2017-07-20,2873.48,27.20%,598.30%,396.6305482,,,,,0.39894228,0.418889394
2017-07-21,2657.45,-7.52%,-173.12%,0.177063523,,,,,0.39894228,0.418889394
2017-07-22,2825.27,6.32%,134.23%,3.827687937,,,,,0.39894228,0.418889394
2017-07-23,2754.28,-2.51%,-61.91%,0.538413204,,,,,0.39894228,0.418889394
2017-07-24,2762.26,0.29%,0.35%,1.003529298,,,,,0.39894228,0.418889394
2017-07-25,2564.00,-7.18%,-165.56%,0.190983265,,,,,0.39894228,0.418889394
2017-07-26,2525.99,-1.48%,-39.02%,0.676902707,,,,,0.39894228,0.418889394
2017-07-27,2664.99,5.50%,116.18%,3.195629878,,,,,0.39894228,0.418889394
2017-07-28,2786.07,4.54%,94.86%,2.582124261,,,,,0.39894228,0.418889394
2017-07-29,2700.21,-3.08%,-74.56%,0.474463917,,,,,0.39894228,0.418889394
2017-07-30,2723.99,0.88%,13.48%,1.144331977,,,,,0.39894228,0.418889394
2017-07-31,2856.88,4.88%,102.31%,2.781741734,,,,,0.39894228,0.418889394
2017-08-01,2732.59,-4.35%,-102.75%,0.357909524,,,,,0.39894228,0.418889394
2017-08-02,2699.90,-1.20%,-32.67%,0.721336148,,,,,0.39894228,0.418889394
2017-08-03,2787.02,3.23%,65.61%,1.927243964,,,,,0.39894228,0.418889394
2017-08-04,2857.34,2.52%,49.97%,1.648306592,,,,,0.39894228,0.418889394
2017-08-05,3243.49,13.51%,294.18%,18.95030604,,,,,0.39894228,0.418889394
2017-08-06,3222.22,-0.66%,-20.66%,0.813382655,,,,,0.39894228,0.418889394
2017-08-07,3398.23,5.46%,115.28%,3.167066504,,,,,0.39894228,0.418889394
2017-08-08,3422.43,0.71%,9.74%,1.102273416,,,,,0.39894228,0.418889394
2017-08-09,3342.80,-2.33%,-57.78%,0.56112636,,,,,0.39894228,0.418889394
2017-08-10,3444.98,3.06%,61.83%,1.855779254,,,,,0.39894228,0.418889394
2017-08-11,3656.15,6.13%,130.11%,3.673309129,,,,,0.39894228,0.418889394
2017-08-12,3874.00,5.96%,126.30%,3.536101665,,,,,0.39894228,0.418889394
2017-08-13,4060.47,4.81%,100.86%,2.741774786,,,,,0.39894228,0.418889394
2017-08-14,4320.60,6.41%,136.26%,3.906148633,,,,,0.39894228,0.418889394
2017-08-15,4159.93,-3.72%,-88.71%,0.41185374,,,,,0.39894228,0.418889394
2017-08-16,4370.01,5.05%,106.12%,2.88983543,,,,,0.39894228,0.418889394
2017-08-17,4280.01,-2.06%,-51.84%,0.595450159,,,,,0.39894228,0.418889394
2017-08-18,4101.72,-4.17%,-98.64%,0.37291981,,,,,0.39894228,0.418889394
2017-08-19,4157.41,1.36%,24.08%,1.272284756,,,,,0.39894228,0.418889394
2017-08-20,4050.99,-2.56%,-62.96%,0.53280974,,,,,0.39894228,0.418889394
2017-08-21,4002.00,-1.21%,-32.95%,0.719250364,,,,,0.39894228,0.418889394
2017-08-22,4092.00,2.25%,43.88%,1.550867559,,,,,0.39894228,0.418889394
2017-08-23,4143.49,1.26%,21.87%,1.244490262,,,,,0.39894228,0.418889394
2017-08-24,4312.03,4.07%,84.29%,2.323102312,,,,,0.39894228,0.418889394
2017-08-25,4360.00,1.11%,18.63%,1.204810969,,,,,0.39894228,0.418889394
2017-08-26,4344.32,-0.36%,-14.08%,0.868701721,,,,,0.39894228,0.418889394
2017-08-27,4340.11,-0.10%,-8.24%,0.920920024,,,,,0.39894228,0.418889394
2017-08-28,4384.99,1.03%,16.89%,1.184007393,,,,,0.39894228,0.418889394
2017-08-29,4599.00,4.88%,102.35%,2.782982711,,,,,0.39894228,0.418889394
2017-08-30,4581.98,-0.37%,-14.31%,0.866687582,,,,,0.39894228,0.418889394
2017-08-31,4743.94,3.53%,72.45%,2.063716095,,,,,0.39894228,0.418889394
2017-09-01,4947.99,4.30%,89.48%,2.446910223,,,,,0.39894228,0.418889394
2017-09-02,4649.99,-6.02%,-139.90%,0.246846397,,,,,0.39894228,0.418889394
2017-09-03,4626.05,-0.51%,-17.52%,0.839255588,,,,,0.39894228,0.418889394
2017-09-04,4498.25,-2.76%,-67.47%,0.509329143,,,,,0.39894228,0.418889394
2017-09-05,4432.51,-1.46%,-38.56%,0.680067229,,,,,0.39894228,0.418889394
2017-09-06,4616.18,4.14%,85.98%,2.362724399,,,,,0.39894228,0.418889394
2017-09-07,4624.18,0.17%,-2.23%,0.977902532,,,,,0.39894228,0.418889394
2017-09-08,4350.00,-5.93%,-137.82%,0.252021367,,,,,0.39894228,0.418889394
2017-09-09,4334.36,-0.36%,-14.07%,0.868719633,,,,,0.39894228,0.418889394
2017-09-10,4251.36,-1.91%,-48.63%,0.614885994,,,,,0.39894228,0.418889394
2017-09-11,4210.72,-0.96%,-27.32%,0.760907702,,,,,0.39894228,0.418889394
2017-09-12,4164.52,-1.10%,-30.46%,0.73739525,,,,,0.39894228,0.418889394
2017-09-13,3855.32,-7.42%,-171.05%,0.180777809,,,,,0.39894228,0.418889394
2017-09-14,3250.40,-15.69%,-354.70%,0.028809763,,,,,0.39894228,0.418889394
2017-09-15,3740.02,15.06%,328.60%,26.73562407,,,,,0.39894228,0.418889394
2017-09-16,3726.51,-0.36%,-14.11%,0.868393924,,,,,0.39894228,0.418889394
2017-09-17,3719.97,-0.18%,-9.98%,0.904978748,,,,,0.39894228,0.418889394
2017-09-18,4100.00,10.22%,220.90%,9.106355646,,,,,0.39894228,0.418889394
2017-09-19,3910.11,-4.63%,-108.99%,0.336253622,,,,,0.39894228,0.418889394
2017-09-20,3872.06,-0.97%,-27.71%,0.758007239,,,,,0.39894228,0.418889394
2017-09-21,3617.47,-6.58%,-152.17%,0.218334956,,,,,0.39894228,0.418889394
2017-09-22,3619.01,0.04%,-5.14%,0.949906283,,,,,0.39894228,0.418889394
2017-09-23,3787.33,4.65%,97.25%,2.644621997,,,,,0.39894228,0.418889394
2017-09-24,3669.01,-3.12%,-75.50%,0.470021396,,,,,0.39894228,0.418889394
2017-09-25,3919.78,6.83%,145.77%,4.296232467,,,,,0.39894228,0.418889394
2017-09-26,3885.09,-0.88%,-25.75%,0.772994375,,,,,0.39894228,0.418889394
2017-09-27,4200.00,8.11%,174.01%,5.697845906,,,,,0.39894228,0.418889394
2017-09-28,4189.42,-0.25%,-11.68%,0.889745409,,,,,0.39894228,0.418889394
2017-09-29,4156.99,-0.77%,-23.28%,0.792278772,,,,,0.39894228,0.418889394
2017-09-30,4339.00,4.38%,91.20%,2.489205278,,,,,0.39894228,0.418889394
2017-10-01,4394.81,1.29%,22.49%,1.252237701,,,,,0.39894228,0.418889394
2017-10-02,4392.71,-0.05%,-7.15%,0.931026645,,,,,0.39894228,0.418889394
2017-10-03,4307.99,-1.93%,-48.94%,0.613014578,,,,,0.39894228,0.418889394
2017-10-04,4214.84,-2.16%,-54.13%,0.582007843,,,,,0.39894228,0.418889394
2017-10-05,4320.04,2.50%,49.37%,1.638381727,,,,,0.39894228,0.418889394
2017-10-06,4362.99,0.99%,16.00%,1.173564823,,,,,0.39894228,0.418889394
2017-10-07,4425.00,1.42%,25.49%,1.290376592,,,,,0.39894228,0.418889394
2017-10-08,4603.49,4.03%,83.54%,2.305663544,,,,,0.39894228,0.418889394
2017-10-09,4769.55,3.61%,74.06%,2.097250172,,,,,0.39894228,0.418889394
2017-10-10,4750.00,-0.41%,-15.19%,0.859055114,,,,,0.39894228,0.418889394
2017-10-11,4814.99,1.37%,24.31%,1.275252818,,,,,0.39894228,0.418889394
2017-10-12,5440.00,12.98%,282.32%,16.83087808,,,,,0.39894228,0.418889394
2017-10-13,5624.80,3.40%,69.39%,2.001552066,,,,,0.39894228,0.418889394
2017-10-14,5819.13,3.45%,70.68%,2.027431093,,,,,0.39894228,0.418889394
2017-10-15,5693.70,-2.16%,-53.98%,0.582885821,,,,,0.39894228,0.418889394
2017-10-16,5754.90,1.07%,17.80%,1.194788581,,,,,0.39894228,0.418889394
2017-10-17,5594.00,-2.80%,-68.21%,0.505578896,,,,,0.39894228,0.418889394
2017-10-18,5574.44,-0.35%,-13.85%,0.870628702,,,,,0.39894228,0.418889394
2017-10-19,5704.01,2.32%,45.56%,1.577096884,,,,,0.39894228,0.418889394
2017-10-20,5989.10,5.00%,104.96%,2.856625495,,,,,0.39894228,0.418889394
2017-10-21,6024.86,0.60%,7.18%,1.074453661,,,,,0.39894228,0.418889394
2017-10-22,6005.05,-0.33%,-13.39%,0.874672457,,,,,0.39894228,0.418889394
2017-10-23,5905.99,-1.65%,-42.74%,0.652223111,,,,,0.39894228,0.418889394
2017-10-24,5525.43,-6.44%,-149.25%,0.224804486,,,,,0.39894228,0.418889394
2017-10-25,5739.97,3.88%,80.18%,2.229642851,,,,,0.39894228,0.418889394
2017-10-26,5891.61,2.64%,52.61%,1.692356396,,,,,0.39894228,0.418889394
2017-10-27,5780.00,-1.89%,-48.18%,0.617698834,,,,,0.39894228,0.418889394
2017-10-28,5752.01,-0.48%,-16.84%,0.844977947,,,,,0.39894228,0.418889394
2017-10-29,6140.01,6.75%,143.79%,4.211787991,,,,,0.39894228,0.418889394
2017-10-30,6124.16,-0.26%,-11.82%,0.88851306,,,,,0.39894228,0.418889394
2017-10-31,6445.01,5.24%,110.32%,3.013772461,,,,,0.39894228,0.418889394
2017-11-01,6783.69,5.25%,110.67%,3.024392645,,,,,0.39894228,0.418889394
2017-11-02,7039.98,3.78%,77.86%,2.178353426,,,,,0.39894228,0.418889394
2017-11-03,7170.01,1.85%,34.95%,1.418399265,,,,,0.39894228,0.418889394
2017-11-04,7412.55,3.38%,69.07%,1.995177119,,,,,0.39894228,0.418889394
2017-11-05,7392.00,-0.28%,-12.24%,0.884752486,,,,,0.39894228,0.418889394
2017-11-06,6969.76,-5.71%,-133.00%,0.264478612,,,,,0.39894228,0.418889394
2017-11-07,7126.63,2.25%,43.92%,1.55150432,,,,,0.39894228,0.418889394
2017-11-08,7467.96,4.79%,100.33%,2.727271915,,,,,0.39894228,0.418889394
2017-11-09,7156.00,-4.18%,-98.90%,0.371954314,,,,,0.39894228,0.418889394
2017-11-10,6577.62,-8.08%,-185.66%,0.156195848,,,,,0.39894228,0.418889394
2017-11-11,6346.70,-3.51%,-84.09%,0.431334361,,,,,0.39894228,0.418889394
2017-11-12,5886.35,-7.25%,-167.24%,0.187788748,,,,,0.39894228,0.418889394
2017-11-13,6535.87,11.03%,239.08%,10.92231799,,,,,0.39894228,0.418889394
2017-11-14,6605.00,1.06%,17.42%,1.190239085,,,,,0.39894228,0.418889394
2017-11-15,7294.00,10.43%,225.69%,9.553085123,,,,,0.39894228,0.418889394
2017-11-16,7838.53,7.47%,159.79%,4.942425718,,,,,0.39894228,0.418889394
2017-11-17,7714.71,-1.58%,-41.18%,0.662443231,,,,,0.39894228,0.418889394
2017-11-18,7777.01,0.81%,11.86%,1.125890202,,,,,0.39894228,0.418889394
2017-11-19,8031.82,3.28%,66.71%,1.948628822,,,,,0.39894228,0.418889394
2017-11-20,8256.01,2.79%,55.93%,1.749494137,,,,,0.39894228,0.418889394
2017-11-21,8109.00,-1.78%,-45.65%,0.633508699,,,,,0.39894228,0.418889394
2017-11-22,8250.00,1.74%,32.55%,1.384702882,,,,,0.39894228,0.418889394
2017-11-23,8031.16,-2.65%,-65.02%,0.521931816,,,,,0.39894228,0.418889394
2017-11-24,8215.01,2.29%,44.78%,1.564827896,,,,,0.39894228,0.418889394
2017-11-25,8795.50,7.07%,150.92%,4.522891453,,,,,0.39894228,0.418889394
2017-11-26,9401.11,6.89%,146.90%,4.34484321,,,,,0.39894228,0.418889394
2017-11-27,9768.71,3.91%,80.79%,2.243258902,,,,,0.39894228,0.418889394
2017-11-28,9949.00,1.85%,34.92%,1.417946876,,,,,0.39894228,0.418889394
2017-11-29,9935.98,-0.13%,-8.99%,0.913997626,,,,,0.39894228,0.418889394
2017-11-30,9903.00,-0.33%,-13.46%,0.874066202,,,,,0.39894228,0.418889394
2017-12-01,10869.84,9.76%,210.84%,8.234712819,,,,,0.39894228,0.418889394
2017-12-02,10930.24,0.56%,6.26%,1.06461125,,,,,0.39894228,0.418889394
2017-12-03,11290.00,3.29%,67.05%,1.955119659,,,,,0.39894228,0.418889394
2017-12-04,11643.98,3.14%,63.58%,1.888481929,,,,,0.39894228,0.418889394
2017-12-05,11718.35,0.64%,8.11%,1.084434214,,,,,0.39894228,0.418889394
2017-12-06,14090.00,20.24%,443.59%,84.42712885,,,,,0.39894228,0.418889394
2017-12-07,17390.01,23.42%,514.29%,171.2143818,,,,,0.39894228,0.418889394
2017-12-08,16367.03,-5.88%,-136.79%,0.254649655,,,,,0.39894228,0.418889394
2017-12-09,15309.98,-6.46%,-149.58%,0.224067314,,,,,0.39894228,0.418889394
2017-12-10,15290.01,-0.13%,-8.98%,0.914084878,,,,,0.39894228,0.418889394
2017-12-11,16885.76,10.44%,225.80%,9.563834909,,,,,0.39894228,0.418889394
2017-12-12,17730.12,5.00%,105.02%,2.858126079,,,,,0.39894228,0.418889394
2017-12-13,16689.61,-5.87%,-136.48%,0.255441396,,,,,0.39894228,0.418889394
2017-12-14,16749.78,0.36%,1.93%,1.019438661,,,,,0.39894228,0.418889394
2017-12-15,17738.67,5.90%,125.09%,3.493498248,,,,,0.39894228,0.418889394
2017-12-16,19650.01,10.77%,233.32%,10.31072186,,,,,0.39894228,0.418889394
2017-12-17,19378.99,-1.38%,-36.73%,0.692605068,,,,,0.39894228,0.418889394
2017-12-18,19039.01,-1.75%,-45.06%,0.637216885,,,,,0.39894228,0.418889394
2017-12-19,17838.73,-6.30%,-146.16%,0.231871463,,,,,0.39894228,0.418889394
2017-12-20,16496.89,-7.52%,-173.21%,0.176906292,,,,,0.39894228,0.418889394
2017-12-21,15758.80,-4.47%,-105.49%,0.348216996,,,,,0.39894228,0.418889394
2017-12-22,14210.57,-9.82%,-224.37%,0.106064191,,,,,0.39894228,0.418889394
2017-12-23,15075.89,6.09%,129.21%,3.640388134,,,,,0.39894228,0.418889394
2017-12-24,14221.94,-5.66%,-131.94%,0.267301206,,,,,0.39894228,0.418889394
2017-12-25,14171.98,-0.35%,-13.89%,0.870313863,,,,,0.39894228,0.418889394
2017-12-26,15790.88,11.42%,247.72%,11.90807058,,,,,0.39894228,0.418889394
2017-12-27,15367.08,-2.68%,-65.72%,0.518323733,,,,,0.39894228,0.418889394
2017-12-28,14450.01,-5.97%,-138.68%,0.249875323,,,,,0.39894228,0.418889394
2017-12-29,14565.05,0.80%,11.60%,1.123036012,,,,,0.39894228,0.418889394
2017-12-30,12839.99,-11.84%,-269.24%,0.067720566,,,,,0.39894228,0.418889394
2017-12-31,13863.13,7.97%,170.96%,5.526753712,,,,,0.39894228,0.418889394
2018-01-01,13480.01,-2.76%,-67.49%,0.509218999,,,,,0.39894228,0.418889394
2018-01-02,14781.51,9.66%,208.43%,8.039349634,,,,,0.39894228,0.418889394
2018-01-03,15098.14,2.14%,41.51%,1.514497228,,,,,0.39894228,0.418889394
2018-01-04,15144.99,0.31%,0.81%,1.008126758,,,,,0.39894228,0.418889394
2018-01-05,16960.01,11.98%,260.19%,13.48897277,,,,,0.39894228,0.418889394
2018-01-06,17098.99,0.82%,12.12%,1.128873217,,,,,0.39894228,0.418889394
2018-01-07,16174.22,-5.41%,-126.25%,0.282946492,,,,,0.39894228,0.418889394
2018-01-08,14993.74,-7.30%,-168.25%,0.18591424,,,,,0.39894228,0.418889394
2018-01-09,14480.99,-3.42%,-82.07%,0.440137509,,,,,0.39894228,0.418889394
2018-01-10,14875.18,2.72%,54.40%,1.722819413,,,,,0.39894228,0.418889394
2018-01-11,13308.06,-10.54%,-240.16%,0.090573561,,,,,0.39894228,0.418889394
2018-01-12,13820.00,3.85%,79.39%,2.211912782,,,,,0.39894228,0.418889394
2018-01-13,14187.95,2.66%,53.07%,1.700127647,,,,,0.39894228,0.418889394
2018-01-14,13656.23,-3.75%,-89.35%,0.409209389,,,,,0.39894228,0.418889394
2018-01-15,13590.00,-0.48%,-16.86%,0.844842022,,,,,0.39894228,0.418889394
2018-01-16,11570.01,-14.86%,-336.34%,0.034618932,,,,,0.39894228,0.418889394
2018-01-17,11200.01,-3.20%,-77.14%,0.46237491,,,,,0.39894228,0.418889394
2018-01-18,11305.53,0.94%,14.85%,1.160068049,,,,,0.39894228,0.418889394
2018-01-19,11498.99,1.71%,31.94%,1.376234176,,,,,0.39894228,0.418889394
2018-01-20,12762.80,10.99%,238.11%,10.81672194,,,,,0.39894228,0.418889394
2018-01-21,11518.17,-9.75%,-222.76%,0.107787237,,,,,0.39894228,0.418889394
2018-01-22,10766.70,-6.52%,-151.04%,0.220815198,,,,,0.39894228,0.418889394
2018-01-23,10824.94,0.54%,5.93%,1.061130628,,,,,0.39894228,0.418889394
2018-01-24,11356.79,4.91%,103.08%,2.803262433,,,,,0.39894228,0.418889394
2018-01-25,11118.00,-2.10%,-52.80%,0.589771727,,,,,0.39894228,0.418889394
2018-01-26,11086.89,-0.28%,-12.30%,0.884244677,,,,,0.39894228,0.418889394
2018-01-27,11319.00,2.09%,40.43%,1.498259951,,,,,0.39894228,0.418889394
2018-01-28,11536.00,1.92%,36.51%,1.440666575,,,,,0.39894228,0.418889394
2018-01-29,11123.01,-3.58%,-85.63%,0.424742104,,,,,0.39894228,0.418889394
2018-01-30,9995.00,-10.14%,-231.41%,0.098857707,,,,,0.39894228,0.418889394
2018-01-31,10099.99,1.05%,17.25%,1.188316387,,,,,0.39894228,0.418889394
2018-02-01,9014.23,-10.75%,-244.94%,0.086349057,,,,,0.39894228,0.418889394
